listing_id,id,date,reviewer_id,reviewer_name,comments
21742593,329541254,2018-09-29,122060956,Alice,"Beautiful apartment in grey and white, student area, lots of graffitis in the streets, cool bars and restaurants within walking distance"
21742593,336982785,2018-10-15,74668469,Marios,"Anna 's house was like the photographs and in reality very cozy and comfortable. The communication was prompt and polite. Highly recommend the house. The neighborhood is a bit scary at night and not really for families. The house is very close to museums, the city's center and public transportation."
21742593,360071944,2018-12-19,3038604,Shmuel,"After ten minutes in Anna's charming apartment in the Exarchia, I decided to extend my stay to 9 days, and make it  my home when I arrive in Athens. The apartment  is bright and shining clean , tastefully decorated, equipped with the guest's comfort in mind. The bed is comfortable, the air conditioning is quiet and efficient and I am in love with the neighborhood with its cafés , restaurants , street art and  galleries.Thanks to Anna's recommendation we had one of our best meal ever in a nearby restaurant . Check in was swift and easy  , immediate communication  and generous attitude towards our needs.      Anna is a painter and her wonderful paintings  hanging on the walls make the whole experience feel great   . Hope to come back soon."
21742593,362396466,2018-12-26,230178781,Anna,"Anna is very friendly, polite and hospitable host. The apartment is very comfortable,  well-equipped and quiet.  I sincerely recommend it. An excellent choice to discover and taste real Greece."
21742593,368022498,2019-01-06,24852674,Georgia,"Anna's apartment is located in the heart of Exarcheia, one of the most vibrant neighbourhoods in Athens. You walk out of Anna's flat and you have a wide choice of bars, cosy coffee places and restaurants to explore and enjoy. Every Saturday you profit from an amazing open market (the most well-known in Athens) that is literally located one street above the flat! What is more, once there you find yourself within walking distance from all the main attractions that Athens has to offer--20 mins. walk to Syntagma Sq., Plaka, Psirri e.t.c. <br/>Anna has been a great, and very discreet, host. Although we didn't get the chance to meet her in person, the communication with her has been excellent throughout our stay. Five stars indeed! The flat is like it is shown in the photos and, I would dare say, even a bit better. It is decorated with a touch of ""gusto"" that is rare to be found in other Athenian flats. It is very spacious for a couple and spotlessly clean. It has all the necessary amenities to make one's stay comfortable and one could also cook there.  <br/>We've enjoyed our stay so much that we will definitely rebook there when in Athens! <br/>We strongly recommend Anna's place and we thank her for her hospitality!"
21742593,407176170,2019-02-01,2470139,Ofer,"Anna is a great host and the apartment is superb. This is my second visit here. It is located in the heart of Exarcheia, the most cool neighborhood in Athens. The apartment is excellent for a single or a couple. I will be back!"
21742593,425399931,2019-03-18,225082677,Håkon Magnar,Fint opphold
21742593,438641961,2019-04-17,28716947,George,"While the apartment is not near the metro,  the taxi to the airport was just €38 during the day.  The apartment is very recently renovated and decorated nicely.  The older plumbing pipes could not be replaced so you have to pay attention to not sending toilet paper or anything else down the pipes.  The neighbors were all very nice, but you will at times hear them through the walls and you have to be careful not to make noises that might disturb them.  I like having access to a washing machine, the apartment had a very nice one.  The Wifi and other amenities all worked fine.  You should research Exarcheia and view images before you go so as to avoid any surprises. <br/><br/> (Website hidden by Airbnb)"
21742593,443998291,2019-04-27,73814828,Amna,"A seriously PERFECT stay with excellent value. AMAZING neighborhood but on a quiet street, excellent amenities, extremely clean,  comfortable, great temperature control, hot water, spacious, stylish, very friendly host. No shortcomings at all, I recommend this place 100%!"
21742593,449690426,2019-05-07,161722647,Rene,"Thank you Anna, for your great hospitality. The apartment is nicely and thoughtfully decorated and well equipped, very clean, with friendly neighbors in the house. A very neat and comfortable home in the heart of Athens, I can definitely recommend (with some caution for single female visitors)."
21742593,493159430,2019-07-22,61128695,Cüneyt,Anna is a very concerned host and a very stylish apartment.
21751148,233569776,2018-02-10,77057529,Aναστασιος,"Υπεροχο διαμερισμα,ανακαινισμενο κ κεντρικο!Υπεροχη φιλοξενια,ανετοι χωροι κ αψογη εξυπηρετηση!Θα το προτιμησουμε ξανα κ θα το συστησουμε σε γνωστους!"
21751148,237240628,2018-02-22,63088120,Marisa,"L'appartamento molto curato nei massimi dettagli. Vicino al centro,metropolitana, negozi,ristoranti. Dimi una persona molto accogliente e disponibilità massima."
21751148,238097624,2018-02-25,69923825,Dimos,"The best ! Nice decoration, nice area close to everything."
21751148,245000281,2018-03-20,178916766,הילה,"When I first met Dimi I was happy to discover that Dimi spoke Hebrew!<br/>Dimi was available for everything,<br/>The apartment was very clean, and very, very nice,<br/>The area is central and very close to the metro,<br/>So thanks for the hospitality!"
21751148,246748840,2018-03-26,167460920,Carol,Demi is a great host. He welcomed us and made us feel very comfortable. He gave us recommendations for places to eat around the area. His place is very clean and comfortable. The only thing I really didn't care for is having to turn off the water heater when we left for the day and remembering to turn it back on when we wanted to shower. The hot water wasn't consistant. Other then that it is a great place to stay.
21751148,254533459,2018-04-17,13449017,Tim,"Great place in great location, very helpful host"
21751148,262477705,2018-05-09,181965492,Carolina,"Primero quisiera recomendarlos de entrada y agradecer a Dimi y a su equipo porque son muy atentos, amables y detallistas, sobre todo porque al viajar con una bebé de un año necesitas anticiparte a los peores escenarios y lo demás solo te queda rezar para que todo salga bien. Nuestra llegada fue un poco accidentada en cuanto a que estaba lloviendo y el alojamiento queda a 5 cuadras grandes de la estación de metro Evangelismos, así que llegamos más tarde de lo que habíamos señalado a Dimi y tuvimos que conseguirnos cómo llamarlo. En todo caso él está siempre disponible por (Hidden by Airbnb) y dispuesto a ayudar. Entre paréntesis, es recomendable aprovechar el internet del aeropuerto para avisarle que ya llegaste. Después de eso, Luca nos recibió muy amable y atento a lo que necesitáramos, sin embargo, estaba muy mojado el piso al parecer la lluvia se había colado a través del aire acondicionado por lo que no lo pudimos prender en nuestra estancia. Es importante señalar que el mismo día que nos fuimos llegó el técnico a repararlo por lo que no creo que vuelvan a tener problemas. Ah! Y el citofono no suena dentro del departamento. Fuera de estos percances, está muy bien ubicado cerca de las principales atracciones turísticas, bien equipado para tener todo lo que uno tiene en casa, rica la ducha que para nosotros fue muy importante y muy limpio. <br/>Así que muchas gracias por todo, sigan mejorando!"
21751148,266548537,2018-05-20,12281575,Luminita,"Thank you very much Dimi!!! It was really nice to stay at your studio. With the first occasion  , we'll definitely repeat this experience!!"
21751148,268144463,2018-05-24,188917448,Artemis,Just a great place!
21751148,269211431,2018-05-27,20749713,Milena,"Dimi is a wonderful host! He responds to any question really quickly. The apartment was very stylish and comfortable. Since we had a gala dinner close by, we were very happy that there was an iron available, as well as sufficient storage to store our gala clothes. The apartment itself was clean and well taken care of. We could definitely recommend this place!"
