listing_id,id,date,reviewer_id,reviewer_name,comments
13790157,458424857,2019-05-26,12482305,Marissa,"This apartment is wonderful!  As two young women traveling, it was ideal for us.  We enjoyed getting to know Nora and especially loved the garden :)"
13790157,461247935,2019-05-31,39514920,Jana,"Anastasia and Nora are the perfect hosts. Always there when you need them! Also, they have a wonderful apartment right in the heart of a very nice part of Athens. We highly recommend you going there. Thank you, Nora and Anastasia!!!"
13790157,468375675,2019-06-12,52967310,Minna,"Location is perfect and both Anastasia and Nora were amazing, they gave superb tips about the neighborhood and it’s perks. The apartment was cosy and unique and super clean. Only minus was that there were no air conditioning - just a fan. But over all I can easily recommend the place!"
13790157,475899794,2019-06-25,28514800,Olivera,"I had a very nice stay at Nora & Anastasia's apartment in cental Athens. Nora was very friendly, also supportive in giving me directions on how to best reach the sights, shops or the metro station. Thank you for having me! Olivera "
13790157,476957529,2019-06-27,140932510,Mabel,Apartamento muy agradable en zona tranquila y Anastasia y Nora son muy amables y hospitalarias
13790157,499919022,2019-08-01,7178940,Clémence,"Thank you so much Anastasia & Nora for letting us stay in your house. It was an amazing stay, the flat is very well decorated and it really feels like home! Anastasia also sent us a lot of amazing adresses to test and all of them were fabulous! It was like living as an Athenian for a couple of days! I highly recommend!"
13790157,503639594,2019-08-06,218940,Andrew,"Nora’s place was the perfect spot to spend two wonderful nights in Athens. Communication was always swift and super helpful.<br/>Nora gave us some brilliant tips for eating and exploring this vibrant city. <br/>Exarchia is a brilliant part of Athens, and Nora’s house is quietly situated in one of the leafy side streets.<br/>Accommodation is homely and comfortable, and the beautiful shaded herb garden is a wonderful place to sit and have a lazy breakfast. Thank you Nora, we hope to stay again soon :)"
13790157,509255613,2019-08-14,19926509,Clio,"Anastasia and Nora’s home is beautiful and calm, with a garden full of rosemary and shade. Nora is an attentive, kind, and knowledgeable host. We highly recommend staying here! It was a highlight of our trip."
13790157,511361645,2019-08-17,13146589,Florian,"A great, personal and authentic place to stay with a lovely garden including even a fig tree! Highly recommended if you are keen to explore Exarchia instead of following the main sights only."
13790157,520296287,2019-08-30,13776858,Leticia,"Nora's place is a beautiful little oasis in the middle of a vibrant area in the center of Athens. You can disconnect from everything in the beautiful open spaces, filled with plants and beautiful details. And then, a couple of blocks away you can find restaurants, bars and a very authentic neighbourhood. If I happen to go back to Athens, I would definitely stay here again. Thanks Nora for the hospitality and all the recommendations."
13790157,524464939,2019-09-06,64210861,Miriam,We enjoyed our stay in Nora’s and Anastasia’s cozy little apartment very much. We didn’t have the pleasure to meet Anastasia but Nora was a very considerate and helpful hostess. The conditions in the apartment were very good and thanks to its location it was very cool and quiet. Our favourite part was the fact that the apartment is right next to the very interesting and exciting quarter Exarchia and also really close to the centre. Definitely recommend and will be happy to visit Anastasia and Nora again!
13790157,527938325,2019-09-12,8248389,Anne,We wisten niet wat we van Athene konden verwachten. Maar het was een zeer positieve ervaring! Mede door de heerlijke plek van Nora. Wat een rust middenin de drukte van Athene. Het tuintje is heerlijk met een kopje koffie in de ochtend. Natuurlijk was het voor ons compleet met de lieve honden en kat van Nora. Maar die zijn netjes opgevoed dus komen niet in het appartement. Alles was een stuk ruimer dan ik had verwacht! Het is wel een klim naar t huis toe. Maar zoveel fijne eettentjes en cafe’s in de buurt. Je hoeft eigenlijk niet ver te gaan om al van het heerlijke stadsleven te genieten. :). Een fijne plek en een mooie ervaring in Athene.
13790157,530677680,2019-09-16,194199,Doron,"Beautiful small apt that feels like a home, so rare on Airbnb. Pleasant flagstone yard with a fig tree, olive, rosmary & thyme. Books and paintings line the walls, the latter mostly the work of the talented Anastasia. The location is convenient, 15-20 mins by metro from center, Acropolis, etc. 5 mins walk to the National Archeological Museum. Market, bakery down the road."
13790157,543144736,2019-10-07,211782652,Ola,"We enjoyed staying in the apartment, Anastasia and Nora they were very helpful and welcoming. the place was clean and easy to move in it. Lovely living room with interesting art and books. The garden is a lovely spot specially with the morning coffee and the pets. ;)<br/>The location end up ideal to walk to the center of the city and discover some other parts of the city on the way as well.<br/>Thank you for having us and make us feel home. <br/><br/>Ola&Niall"
13790157,547437094,2019-10-15,4305796,Tanya,"We had an absolutely wonderful stay with Nora and Anastasia.  For us this is exactly what an airbnb experience should be like.  We were instantly made to feel at home, and are really happy we had some time to chat with Anastasia and Nora.  The apartment has everything you need, and we really appreciated being able to go back there to relax after a lot of sightseeing.  <br/>For us it was a great location.  Not in the busy historical, touristic centre, but not too far away either.  Easy to get into town by walking, metro or taxi.  Nora gave us soooo many helpful tips, about sights, cafes, restaurants and so much more.  We would definitely stay here again if we visit Athens.  And we will also definitely stay in touch, thank you Nora and Anastasia!!"
13790157,549622498,2019-10-18,39740677,Lena,Nora and her mum are really lovely hosts.<br/>We enjoyed our stay in their beautiful apartment and in this great area. It was perfect. Also recommended for pet lovers. They have some really cute dogs and cats :-)<br/>We would definitely come back!
13790157,554368376,2019-10-26,31730165,Constantin,"Nora is a very kind host and if you like to life with friendly dogs and cats, the apartment will be perfect for you.<br/>Exarchia is a lively neighbourhood with many good restaurants nearby!"
13790157,556641209,2019-10-30,105372642,Haley,This place is lovely. It is a good deal and close enough to to the subway lines. It is nice to stay out of the super touristy areas.  This neighborhood is a bit rough around the edges but it has some hidden gems in restaurants and bars.
13790157,558693561,2019-11-03,1326545,Wendy,"Lovely, comfortable space in a lively neighborhood with great restaurants, cafes, etc. Will definitely return to this cozy pad."
13790157,563249122,2019-11-12,105332734,Aleksandr,"Nora is an amazing host! Apartments located in a nice district. There are a lot of cafes and bars, easy to get to the city center within walking distance (about 15-20min). The bus stop and metro station are also near the place. <br/>Nora gave a huge tutorial about interesting places in Athens and she always was online and helped us with any questions.<br/>Totally recommend!"
13790157,565985485,2019-11-18,10094124,Iyade,"Nora and Anastasia are very hospitable, and kind and did everything so that the stay would be nice. Nice Appartment, comfortable and well decorated."
13790157,569943644,2019-11-28,1852794,Anna,"The house is a gem and while I didn't get to meet Nora, I met Anastasia who is lovely. They are great hosts, the location is perfect and it's a wonderful place for a weekend getaway or a longer stay in Athens. Would definitely book again!"
13790157,571552285,2019-12-01,1986899,Fabio,Tutto molto positivo. L'appartamento è molto pulito e in una perfetta posizione per visitare Atene. Nora è molto premurosa e piena di consigli.
13790157,598872874,2020-01-28,4514534,Liisa,"Had a lovely stay at Anastasia & Nora's house. The place was very cozy, squeaky clean and quiet, located in a nice neighborhood. Nora had a ton of good recommendations all around and made sure everything went smooth. Thank you!"
13790157,610320242,2020-02-24,50468990,Steven,A very singular and attractive place in perfect shape and located in a very nice central area.  Thank-you Anastasia.
13790157,616272190,2020-03-09,11173181,Kristina,Everything was perfect - Nora and her mother are a great host. Thank you for having us.
13790157,618987747,2020-03-16,34601760,Nick,"One of the finest air bnbs I have ever been to. The neighbourhood is fascinating, beautiful, vibrant. Such good food. Such good recommendations thank you! The house itself is so charming, clean and comfortable. Beautiful art, the tiled floors are to die for and the patio in the back is tranquillity at its finest. I can not recommend this air bnb enough. Probably the most interesting, kind and generous host I have ever had. Thank you. I will be back!"
13790157,634142629,2020-07-03,35605644,Vanessea,"Nora and Anatasia’s hospitality was exceptional. From helping me order pizza delivery to inviting me to one of the most lively Saturday markets in Athens (which is just a few steps from the house), they really went out of their way to make my stay as nice as possible. The house itself was stylishly decorated and located in the best area in Exarcheia, a quiet side street halfway up a hill. Really appreciated the presence of the animals as well !"
13790157,644939136,2020-08-01,586773,Enno,Great from A-Z!
13790157,646902828,2020-08-05,25105987,Farah,"The appartement is really well located in Exarcheia . Quiet, very clean and the paintings makes it lovely . We had a warm welcome from Anastasia and Nora and we felt like we are home . We also enjoyed the terrasse where despite the hot temperatures during the summer there were always some fresh air there . I’ll come back there with no hesitation ."
13790157,647658514,2020-08-07,14475995,Carole,"The house is really as described. Nicely decorated, very quiet, the garden is really a plus, especially in summer. It is a nice contrast with the very centre of Athens. <br/>We spent only 2 nights but felt like at home. <br/>Nora is a nice girl, easy to communicate with. <br/>We will definitely recommend her house! <br/>Thank you Nora :)"
13790157,647947746,2020-08-08,31667304,Luzie,"This is a lovely little apartment in a really great location in central Athens. We only stayed one night but our host gave us so many helpful tips for what to do in Athens. Very cozy, comfortable apartment."
13790157,650419244,2020-08-13,13255376,Daniel,"Anastasia and her place were just perfect. We felt at home from the get-go, and her amazingly elaborate recommendations had us living like locals in no time (or trying to anyway!)."
13790157,650719302,2020-08-14,157885208,Marine,"Thanks so much for everything! Perfect place for your stay in Athens, Nora is a wonderful host."
13790157,659835930,2020-09-03,18201462,Flavie,"A beautiful house and adorable guests that will leave you a memorable experience in Athens. Located in the lovely yet leafy part of Exarchia, you’ll be able to discover the not so touristy part of town waking up in a quiet retreat. <br/>The very nicely decorated and well-equipped house is located up a steep hill for maximum quietness and a unique charm but be ready to travel lighter than us. Very recommended listing all in all with friendly furry friends if you love pets ☺️."
13790157,661384471,2020-09-07,86024649,Leonie,"It’s a place that almost feels like home after an exhausting day in the city - <br/>quiet, comfortable and cool. Stylish apartment with history in a vibrant area. Very well located. The terrace with the sweet dogs is definitely a plus! You might think of Ohropax because the fridge (and sometimes the barking) is a little noisy - but nothing to worry about. We loved our stay at Nora‘s & Anastasia‘s!"
13790157,662275218,2020-09-09,1988120,Sheila,"Great area to stay, local restaurants near - vintage stores. Nora have us perfect tips for our stay. And of course her appartement is one of a kind!"
13790157,663654859,2020-09-13,156923215,Warren,The apartment was charming and located in cool neighborhood close to many restaurants and bars. I had a great stay.
13790157,667409394,2020-09-24,20002645,Tess,Such a great place located in a very nice area of Athens. Close to many nice restaurants and cafes. The apartment was very cute and clean and the little outside garden made the place very special. Recommend this place to everyone that’s interested in something unique.
13790157,668970917,2020-09-28,20168225,Anna,"The perfect stay in an upbeat area with market, open air cinemas and many restaurant/café options!"
13790157,672269809,2020-10-08,30234264,Ioannis,"The apartment is in the best location , very clean! I recommend this apartment"
13790157,673707617,2020-10-12,178310032,Nora,"We really enjoyed our 3-day stay in Athens. The interior of the apartment is lovely, the terrace great and there are lots of things to do in the neighbourhood. If I had stayed longer I might have found the apartment a bit dark, but nothing to worry about, especially not in summer when you spend all your time outside anyways. Nora was extremely friendly and gave us lots of tips. I would definitely come again!"
13790157,700369137,2020-10-14,73825562,Leonidas,"Homely and stylish, in a perfect location!"
13790157,704128815,2020-10-26,12525628,Niclas,"Perhaps the most beautiful Airbnb I've ever had the pleasure to stay in. Despite Athens being a real treat, it's been even more enjoyable waking up in and returning to this wonderful space after a long day of exploring the city. Thanks a lot for having me, and hopefully see you again rather sooner than later!"
13790157,404840273379346570,2021-07-12,38908321,Elsa,"nora and her family are very caring and welcoming hosts.  the apartment is located in a very nice area where nora introduced us to excellent addresses.  the garden, which we were able to occupy without problem, is a real plus.  dogs too!  the apartment is tastefully decorated and there are lots of very nice little touches (mosquito repellants, kitchen products, etc.).  we felt like at home!"
13790157,406192082880024732,2021-07-14,24876322,David,"Anastasia was a terrific host — communcative, friendly, informative, easy — and the house is really special, nestled into a beautiful corner of Exarcheia. I cannot recommend highly enough for your stay in Athens."
13790157,417826972797816831,2021-07-30,4631633,Samuel,"We had the most wonderful time in the flat of Nora and her mother, Anastasia. They were very welcoming, as was the flat we rented. Filled with the sensitive paintings of Anastasia, and situated at a few steps of the natural park Lofos Strefi, this place is a true oasis for writers or artists that like to spend some time downtown Athens. The Exarchia neighbourhood is safe, filled with cafés and restaurants, has an open air cinema and some secondhand clothing shops close by. The garden at the back of the house is a great feat with a fig tree (July) and pomegranate (late August). We're hope to come back in the near future!"
13790157,419318818952625995,2021-08-01,1564111,Madeline,"One of my favorite places I’ve ever stayed. Anastasia and Nora were so welcoming and kind, and the apartment is absolutely beautiful. The location is also perfect - close enough to the center of the city to walk to all the sights but out of the way enough to feel more local. I wish I could have stayed longer. Thank you Nora and Anastasia for all your help and hospitality!!!"
13790157,425098854368773911,2021-08-09,216543679,Daniel,The flat is wonderful. I highly recommend it!
13790157,426579518515824289,2021-08-11,80900622,Christoffer,"We had the most lovely stay at Anastasia’s beautiful house, the garden alone is a visit worth and just a cute space to unwind after a long day around Athens, grab a beer and if you’re lucky a talk with her very artistic and talented mother. <br/>The space all together has everything you need, and is nicely decorated and it’s clean down to the last corner. <br/>5/5"
13790157,428662324808653532,2021-08-14,198254687,David,The apartment is lovely with a cute garden for morning coffee :) and the communication with Anastasia was very easy. Would definitely recommend for a stay!
